Product Name,Product Category,Buyer ID,Date,Product Price,Refund on Return,Refunded item count,Purchased Item Count
TSH,Product P,1000661,10/12/2018,0,-72.22,1,0
TSH,Product P,1000661,23/11/2018,79.17,0,0,1
WHX,Product P,1000661,10/12/2018,0,-72.23,1,0
YYI,Product P,1000661,23/11/2018,79.17,0,0,1
WHX,Product P,1000661,23/11/2018,79.19,0,0,1
LQS,Product B,1001914,23/11/2018,82.5,0,0,1
NMA,Product H,1002167,18/01/2019,74.17,0,0,1
TSH,Product P,1002167,8/3/2019,55,0,0,1
KNB,Product P,1002167,11/1/2019,0,-55.63,1,0
YMR,Product W,1002167,25/11/2018,82.5,0,0,1
AYN,Product H,1002387,17/03/2019,74.17,0,0,1
ELV,Product H,1002419,25/01/2019,0,-41.58,1,0
ELV,Product H,1002419,6/1/2019,51.67,0,0,1
AYN,Product P,1002419,6/1/2019,55,0,0,1
AYN,Product H,1003002,3/12/2018,0,-63.75,1,0
AYN,Product H,1003002,1/12/2018,74.17,0,0,1
AYN,Product H,1003002,3/12/2018,0,-63.75,1,0
WHX,Product P,1003002,1/12/2018,79.17,0,0,1
AYN,Product H,1003002,1/12/2018,74.17,0,0,1
OVT,Product H,1003161,10/1/2019,36.67,0,0,1
EXR,Product J,1003728,26/03/2019,99.16,0,0,1
YQX,Product F,1003728,23/11/2018,99.17,0,0,1
WHX,Product P,1003899,16/01/2019,0,-79.17,1,0
WHX,Product P,1003899,29/12/2018,79.17,0,0,1
WHX,Product P,1003899,16/11/2018,79.17,0,0,1
ZQV,Product W,1003899,17/11/2018,82.5,0,0,1
RJF,Product P,1003899,16/11/2018,79.17,0,0,1
LQS,Product B,1003899,16/11/2018,82.5,0,0,1
CLH,Product B,1003899,17/11/2018,82.5,0,0,1
OTH,Product P,1003899,2/3/2019,79.17,0,0,1
ZQV,Product W,1003899,2/1/2019,57.5,0,0,1
LQS,Product C,1003899,17/11/2018,82.5,0,0,1
CLH,Product B,1003899,28/11/2018,0,-66,1,0
LQS,Product C,1003899,17/11/2018,82.5,0,0,1
CLH,Product B,1003899,16/11/2018,82.5,0,0,1
QID,Product H,1003953,5/11/2018,0,-66.75,1,0
WHX,Product P,1003953,5/11/2018,0,-66.75,1,0
VXH,Product P,1004677,8/1/2019,55,0,0,1
RJF,Product P,1005158,22/01/2019,79.17,0,0,1
AYN,Product P,1005409,6/1/2019,55,0,0,1
VXH,Product P,1006056,12/12/2018,79.17,0,0,1
RJF,Product P,1006436,25/03/2019,79.16,0,0,1
OTH,Product P,1006436,2/4/2019,0,-58.33,1,0
WHX,Product P,1006436,25/03/2019,79.17,0,0,1
RJK,Product R,1006436,25/03/2019,29.16,0,0,1
OTH,Product P,1006436,25/03/2019,79.16,0,0,1
QID,Product H,1006697,28/04/2019,74.17,0,0,1
YQX,Product H,1006697,28/04/2019,74.16,0,0,1
WHX,Product D,1006832,10/2/2019,74.17,0,0,1
OHR,Product D,1006832,1/1/2019,51.67,0,0,1
JYJ,Product M,1006832,13/01/2019,40.83,0,0,1
BKT,Product U,1006832,13/01/2019,28.34,0,0,1
OVT,Product U,1006832,6/1/2019,28.33,0,0,1
OVT,Product M,1006832,1/1/2019,57.5,0,0,1
KDP,Product G,1007166,27/04/2019,57.5,0,0,1
KNB,Product H,1007166,27/04/2019,74.16,0,0,1
YQX,Product O,1007166,27/04/2019,57.5,0,0,1
NMA,Product H,1007166,27/04/2019,148.33,0,0,2
FQD,Product O,1007166,27/04/2019,57.5,0,0,1
WHX,Product P,1007931,19/04/2019,79.17,0,0,1
OTH,Product P,1007931,19/04/2019,79.16,0,0,1
RJF,Product P,1007933,27/12/2018,79.17,0,0,1
WHX,Product P,1007953,22/02/2019,79.17,0,0,1
WHX,Product P,1007953,11/3/2019,0,-58.33,1,0
INU,Product A,1008012,22/04/2019,107.5,0,0,1
YQX,Product I,1008012,22/04/2019,79.17,0,0,1
KNB,Product M,1008012,22/04/2019,82.5,0,0,1
OTH,Product F,1008012,22/04/2019,99.16,0,0,1
YQX,Product M,1008012,22/04/2019,82.5,0,0,1
UQJ,Product H,1008778,26/11/2018,74.17,0,0,1
FQD,Product O,1009433,21/04/2019,57.5,0,0,1
FQD,Product O,1009433,21/04/2019,57.5,0,0,1
INU,Product D,1009433,26/02/2019,0,-74.16,1,0
YQX,Product O,1009433,21/04/2019,57.5,0,0,1
FQD,Product I,1009433,21/04/2019,79.17,0,0,1
INU,Product D,1009433,26/02/2019,0,-74.17,1,0
YQX,Product I,1009433,21/04/2019,79.17,0,0,1
INU,Product D,1009433,26/02/2019,0,-74.17,1,0
INU,Product D,1009433,14/02/2019,74.17,0,0,1
INU,Product D,1009433,14/02/2019,74.17,0,0,1
INU,Product D,1009433,26/02/2019,0,-74.17,1,0
INU,Product D,1009433,14/02/2019,74.16,0,0,1
YQX,Product O,1009433,21/04/2019,57.49,0,0,1
INU,Product D,1009433,14/02/2019,74.17,0,0,1
WHX,Product P,1009504,9/4/2019,79.17,0,0,1
XEB,Product D,1010184,28/01/2019,0,-51.67,1,0
XEB,Product D,1010184,8/1/2019,51.67,0,0,1
LQS,Product B,1010184,12/1/2019,82.5,0,0,1
QID,Product H,1010357,24/03/2019,74.16,0,0,1
EXR,Product J,1010707,22/02/2019,99.17,0,0,1
NMA,Product D,1011114,26/02/2019,74.17,0,0,1
MAG,Product B,1011417,3/1/2019,57.5,0,0,1
UQJ,Product H,1011996,16/11/2018,74.17,0,0,1
YQX,Product H,1011996,12/12/2018,0,-59.33,1,0
HZX,Product B,1011996,16/11/2018,82.5,0,0,1
LQS,Product B,1011996,16/11/2018,82.5,0,0,1
YQX,Product H,1011996,16/11/2018,74.17,0,0,1
YQX,Product H,1011996,6/3/2019,74.17,0,0,1
XEB,Product P,1011996,19/11/2018,79.17,0,0,1
KNB,Product P,1011996,16/11/2018,79.17,0,0,1
RJF,Product P,1011996,19/11/2018,79.18,0,0,1
NMA,Product H,1012203,18/01/2019,74.17,0,0,1
YMR,Product W,1012412,6/11/2018,82.5,0,0,1
RJF,Product P,1012412,6/11/2018,79.17,0,0,1
WHX,Product A,1012504,13/02/2019,0,-107.5,1,0
WHX,Product A,1012504,6/2/2019,107.5,0,0,1
WHX,Product D,1012504,13/02/2019,0,-74.17,1,0
LQS,Product B,1012504,13/02/2019,0,-82.5,1,0
WHX,Product D,1012504,1/2/2019,74.17,0,0,1
LQS,Product B,1012504,1/2/2019,82.5,0,0,1
WHX,Product A,1012504,1/2/2019,107.5,0,0,1
AYN,Product P,1012896,4/1/2019,55,0,0,1
NMA,Product D,1013321,15/02/2019,74.17,0,0,1
QID,Product H,1013428,15/11/2018,0,-66.75,1,0
WHX,Product D,1013428,15/11/2018,0,-66.75,1,0
XEB,Product D,1013428,15/11/2018,0,-66.75,1,0
VXH,Product A,1013496,26/11/2018,107.5,0,0,1
QID,Product H,1013496,11/3/2019,74.17,0,0,1
WHX,Product D,1013496,26/11/2018,74.17,0,0,1
VXH,Product A,1013496,7/3/2019,0,-86,1,0
YQX,Product H,1013588,23/11/2018,74.17,0,0,1
YQX,Product R,1013613,22/03/2019,29.16,0,0,1
WHX,Product P,1013613,22/03/2019,79.16,0,0,1
WHX,Product D,1013613,25/04/2019,74.16,0,0,1
NMA,Product F,1013613,22/03/2019,99.16,0,0,1
NMA,Product D,1013613,22/03/2019,74.17,0,0,1
XEB,Product P,1013805,5/3/2019,79.17,0,0,1
WHX,Product P,1013805,5/3/2019,79.17,0,0,1
QMB,Product J,1013958,14/12/2018,99.17,0,0,1
WHX,Product P,1014195,1/11/2018,74.17,0,0,1
WHX,Product P,1016212,8/11/2018,79.16,0,0,1
LPZ,Product N,1016212,3/1/2019,24.17,0,0,1
RJF,Product P,1016212,16/11/2018,0,-74.17,1,0
QMB,Product J,1016212,14/12/2018,99.17,0,0,1
KNB,Product H,1016212,26/04/2019,74.17,0,0,1
YQX,Product R,1016212,26/04/2019,29.16,0,0,1
JYJ,Product N,1016212,3/1/2019,24.16,0,0,1
KDP,Product N,1016212,22/12/2018,49.17,0,0,1
YQX,Product N,1016212,19/12/2018,0,-49.17,1,0
RJF,Product P,1016212,5/11/2018,74.17,0,0,1
LQS,Product B,1016212,16/11/2018,82.5,0,0,1
RJF,Product P,1016212,8/11/2018,79.17,0,0,1
YQX,Product N,1016212,19/12/2018,49.17,0,0,1
LQS,Product C,1016212,8/11/2018,82.5,0,0,1
YQX,Product N,1016212,22/11/2018,49.17,0,0,1
OHR,Product N,1016212,22/12/2018,49.16,0,0,1
AYN,Product H,1016951,2/4/2019,74.16,0,0,1
WHX,Product D,1017090,2/1/2019,74.17,0,0,1
OHR,Product N,1017090,2/1/2019,49.17,0,0,1
YQX,Product N,1017090,2/1/2019,49.17,0,0,1
HZX,Product B,1017111,16/12/2018,82.5,0,0,1
CLH,Product B,1017111,13/01/2019,82.5,0,0,1
AYN,Product H,1017592,27/01/2019,74.17,0,0,1
FQD,Product O,1017832,24/04/2019,57.5,0,0,1
LQS,Product B,1018425,17/11/2018,82.5,0,0,1
LQS,Product B,1018425,27/12/2018,0,-82.5,1,0
LQS,Product C,1018486,1/11/2018,82.5,0,0,1
KNB,Product P,1018486,1/11/2018,74.17,0,0,1
OHR,Product H,1019378,3/1/2019,51.67,0,0,1
WHX,Product P,1019378,3/1/2019,79.17,0,0,1
ZQV,Product W,1019378,3/1/2019,57.49,0,0,1
LQS,Product C,1019378,3/1/2019,82.5,0,0,1
YQX,Product Q,1019777,28/12/2018,51.67,0,0,1
YQX,Product T,1019777,24/11/2018,62.5,0,0,1
OHR,Product H,1020022,21/11/2018,74.17,0,0,1
QID,Product H,1020657,26/04/2019,74.16,0,0,1
NMA,Product H,1020657,26/04/2019,74.16,0,0,1
WHX,Product A,1020657,26/04/2019,107.5,0,0,1
AYN,Product H,1020657,26/04/2019,74.17,0,0,1
LQS,Product B,1020848,7/12/2018,82.5,0,0,1
WHX,Product P,1021299,19/02/2019,79.17,0,0,1
OHR,Product N,1021299,3/2/2019,49.16,0,0,1
INU,Product D,1021299,3/2/2019,74.17,0,0,1
NMA,Product H,1021299,3/2/2019,74.17,0,0,1
QID,Product H,1021299,3/2/2019,74.17,0,0,1
LQS,Product B,1021714,1/3/2019,82.5,0,0,1
CLH,Product B,1021714,1/3/2019,82.51,0,0,1
KNB,Product H,1022206,16/04/2019,74.16,0,0,1
FQD,Product O,1022382,24/04/2019,57.5,0,0,1
WHX,Product D,1022382,10/3/2019,74.16,0,0,1
QID,Product H,1022382,10/3/2019,74.17,0,0,1
YQX,Product H,1022382,24/04/2019,74.17,0,0,1
LPZ,Product P,1022437,6/1/2019,36.67,0,0,1
XEB,Product P,1022489,11/2/2019,79.17,0,0,1
TSH,Product N,1022489,11/2/2019,49.16,0,0,1
RJF,Product P,1022489,11/2/2019,79.17,0,0,1
WHX,Product P,1023318,23/11/2018,79.17,0,0,1
RJF,Product P,1023318,23/11/2018,79.18,0,0,1
WHX,Product A,1023382,17/12/2018,107.5,0,0,1
YQX,Product H,1023382,17/12/2018,74.17,0,0,1
WHX,Product D,1023382,17/12/2018,74.17,0,0,1
WHX,Product P,1023382,9/1/2019,79.17,0,0,1
WHX,Product P,1023382,17/12/2018,79.17,0,0,1
WHX,Product D,1023382,28/03/2019,0,-66.75,1,0
WHX,Product P,1023382,9/1/2019,0,-58.33,1,0
DPR,DPR,1023382,17/12/2018,100,0,0,1
XEB,Product P,1023486,8/4/2019,0,-71.25,1,0
LQS,Product B,1023486,3/2/2019,82.5,0,0,1
XEB,Product P,1023486,3/2/2019,79.17,0,0,1
TSH,Product N,1023486,3/2/2019,49.17,0,0,1
CLH,Product B,1023486,13/02/2019,82.5,0,0,1
NSP,Product P,1024074,4/1/2019,55,0,0,1
EYV,Product H,1024951,9/11/2018,74.17,0,0,1
WHX,Product A,1024951,9/11/2018,107.5,0,0,1
WHX,Product A,1024951,26/03/2019,107.49,0,0,1
WHX,Product A,1025137,15/02/2019,107.5,0,0,1
WHX,Product D,1025698,29/03/2019,74.17,0,0,1
NMA,Product E,1025698,16/11/2018,99.17,0,0,1
BKT,Product U,1025698,2/1/2019,28.33,0,0,1
XEB,Product D,1025698,2/1/2019,51.67,0,0,1
XEB,Product P,1025698,2/1/2019,79.17,0,0,1
LQS,Product B,1025698,7/12/2018,82.5,0,0,1
AYN,Product P,1025724,7/1/2019,54.99,0,0,1
RJF,Product P,1025724,7/1/2019,79.17,0,0,1
LQS,Product B,1025724,7/1/2019,82.5,0,0,1
WHX,Product P,1025724,7/1/2019,79.17,0,0,1
XEB,Product P,1025868,3/3/2019,79.17,0,0,1
AYN,Product P,1025868,3/3/2019,79.17,0,0,1
WHX,Product D,1025868,3/3/2019,74.17,0,0,1
WHX,Product P,1025868,27/03/2019,79.17,0,0,1
RJF,Product P,1025868,3/3/2019,79.16,0,0,1
KNB,Product P,1026185,4/11/2018,74.16,0,0,1
WHX,Product P,1026185,4/11/2018,74.17,0,0,1
WHX,Product P,1026451,9/4/2019,79.16,0,0,1
KNB,Product P,1026451,9/4/2019,79.16,0,0,1
WHX,Product P,1026451,11/4/2019,79.16,0,0,1
XEB,Product R,1026451,9/4/2019,29.17,0,0,1
WHX,Product P,1026451,18/04/2019,0,-71.25,1,0
LQS,Product B,1026770,16/11/2018,82.5,0,0,1
FTU,Product N,1026770,16/11/2018,49.16,0,0,1
NMA,Product E,1026770,16/11/2018,99.17,0,0,1
WHX,Product A,1028169,24/01/2019,107.5,0,0,1
CLH,Product B,1029036,23/11/2018,82.5,0,0,1
LQS,Product C,1029062,24/11/2018,82.5,0,0,1
OHR,Product H,1029062,24/11/2018,74.17,0,0,1
RJF,Product P,1029062,24/11/2018,79.18,0,0,1
RJF,Product P,1029141,17/04/2019,79.17,0,0,1
OHR,Product N,1029141,17/04/2019,40.83,0,0,1
YQX,Product R,1029141,17/04/2019,29.17,0,0,1
QID,Product H,1029141,26/11/2018,74.17,0,0,1
YQX,Product H,1029657,2/1/2019,74.17,0,0,1
RJF,Product P,1029657,19/01/2019,79.17,0,0,1
KNB,Product U,1029746,9/1/2019,28.33,0,0,1
NMA,Product F,1029746,25/01/2019,0,-89.25,1,0
YYI,Product P,1029746,10/1/2019,55,0,0,1
WHX,Product P,1029746,12/1/2019,79.17,0,0,1
OHR,Product H,1029746,25/01/2019,0,-46.5,1,0
KNB,Product P,1029746,10/1/2019,79.17,0,0,1
WHX,Product P,1029746,9/1/2019,79.17,0,0,1
WHX,Product P,1029746,30/01/2019,0,-58.33,1,0
KNB,Product P,1029746,10/1/2019,79.17,0,0,1
YYI,Product P,1029746,25/01/2019,0,-49.5,1,0
KNB,Product P,1029746,25/01/2019,0,-71.25,1,0
KNB,Product H,1029746,25/01/2019,0,-46.5,1,0
KNB,Product H,1029746,10/1/2019,51.67,0,0,1
OHR,Product H,1029746,10/1/2019,51.67,0,0,1
YYI,Product P,1029746,25/01/2019,0,-49.5,1,0
KNB,Product P,1029746,25/01/2019,0,-71.25,1,0
YYI,Product P,1029746,10/1/2019,55,0,0,1
NMA,Product F,1029746,10/1/2019,99.17,0,0,1
AYN,Product P,1030179,24/01/2019,0,-55,1,0
KNB,Product P,1030179,5/2/2019,0,-79.17,1,0
WHX,Product P,1030179,5/2/2019,0,-79.17,1,0
AYN,Product P,1030179,14/01/2019,55,0,0,1
WHX,Product P,1030179,14/01/2019,79.17,0,0,1
WHX,Product P,1030179,14/01/2019,79.17,0,0,1
LPZ,Product P,1030179,24/01/2019,0,-36.67,1,0
LPZ,Product P,1030179,14/01/2019,36.67,0,0,1
WHX,Product P,1030179,14/01/2019,79.16,0,0,1
WHX,Product P,1030179,5/2/2019,0,-79.16,1,0
KNB,Product P,1030179,14/01/2019,79.17,0,0,1
AYN,Product P,1030400,29/12/2018,55,0,0,1
WHX,Product D,1030675,11/11/2018,74.17,0,0,1
QID,Product A,1030675,11/11/2018,107.5,0,0,1
UQJ,Product H,1030675,11/11/2018,74.17,0,0,1
RJF,Product P,1030675,11/11/2018,79.17,0,0,1
WHX,Product D,1031472,11/1/2019,74.17,0,0,1
WHX,Product P,1031483,26/11/2018,79.17,0,0,1
QID,Product H,1031879,27/04/2019,74.16,0,0,1
TSH,Product P,1032158,10/11/2018,79.17,0,0,1
NSP,Product P,1032158,10/11/2018,79.16,0,0,1
WHX,Product P,1032158,23/11/2018,79.17,0,0,1
KNB,Product P,1032956,30/04/2019,79.16,0,0,1
RJF,Product P,1032956,30/04/2019,79.16,0,0,1
WHX,Product A,1033398,25/11/2018,107.5,0,0,1
WHX,Product P,1033505,26/11/2018,79.17,0,0,1
QMB,Product J,1034036,11/1/2019,99.17,0,0,1
KNB,Product H,1034119,14/03/2019,74.17,0,0,1
AYN,Product H,1034119,14/03/2019,74.16,0,0,1
YQX,Product H,1034119,14/03/2019,74.17,0,0,1
UQJ,Product H,1034648,7/11/2018,74.17,0,0,1
NSP,Product P,1035291,27/12/2018,55,0,0,1
MTW,Product C,1035291,27/12/2018,57.5,0,0,1
WHX,Product P,1035291,27/12/2018,79.17,0,0,1
OTH,Product D,1035322,15/03/2019,74.17,0,0,1
OTH,Product P,1035377,25/04/2019,79.17,0,0,1
QID,Product H,1035377,15/04/2019,74.17,0,0,1
RJF,Product P,1036322,27/01/2019,79.17,0,0,1
WHX,Product P,1036322,27/01/2019,79.17,0,0,1
NMA,Product H,1036322,27/01/2019,74.17,0,0,1
KNB,Product P,1036663,21/02/2019,79.17,0,0,1
LQS,Product C,1036663,28/01/2019,82.51,0,0,1
KNB,Product P,1036663,2/4/2019,0,-79.17,1,0
LQS,Product C,1036663,21/02/2019,0,-61.67,1,0
YQX,Product O,1036994,21/04/2019,57.5,0,0,1
LQS,Product C,1037245,24/11/2018,82.5,0,0,1
WHX,Product P,1037245,24/11/2018,79.17,0,0,1
QID,Product H,1037442,18/01/2019,74.16,0,0,1
INU,Product D,1037442,18/01/2019,74.17,0,0,1
QID,Product H,1037468,8/11/2018,74.16,0,0,1
ZQV,Product W,1037468,20/11/2018,82.5,0,0,1
OUT,Product W,1037756,24/11/2018,82.5,0,0,1
CRH,Product N,1038293,30/12/2018,32.5,0,0,1
JYJ,Product N,1038293,30/12/2018,32.49,0,0,1
YQX,Product H,1038293,30/12/2018,74.18,0,0,1
JYJ,Product M,1038293,30/12/2018,57.51,0,0,1
WHX,Product A,1038321,22/01/2019,0,-107.5,1,0
WHX,Product A,1038321,30/12/2018,107.5,0,0,1
XEB,Product D,1038692,15/01/2019,51.67,0,0,1
AYN,Product P,1038692,15/01/2019,55,0,0,1
QID,Product H,1038692,24/03/2019,74.17,0,0,1
YQX,Product H,1038692,7/2/2019,74.17,0,0,1
NMA,Product H,1038692,22/04/2019,222.5,0,0,3
AYN,Product P,1040317,29/11/2018,79.17,0,0,1
QID,Product A,1041034,30/12/2018,107.5,0,0,1
OTH,Product P,1041034,29/01/2019,79.17,0,0,1
VXH,Product P,1041327,19/11/2018,79.17,0,0,1
YQX,Product H,1041327,15/02/2019,74.17,0,0,1
YQX,Product O,1041327,22/04/2019,57.5,0,0,1
OTH,Product P,1041327,29/01/2019,79.17,0,0,1
OHR,Product N,1041327,26/03/2019,40.84,0,0,1
WHX,Product D,1041327,26/01/2019,74.17,0,0,1
LPZ,Product N,1041327,26/12/2018,32.5,0,0,1
XEB,Product P,1041327,15/02/2019,79.17,0,0,1
TSH,Product N,1041327,15/02/2019,49.16,0,0,1
WHX,Product P,1041327,26/12/2018,79.17,0,0,1
WHX,Product P,1041327,19/11/2018,79.17,0,0,1
KDP,Product N,1041327,22/04/2019,40.83,0,0,1
YQX,Product N,1041327,26/03/2019,40.83,0,0,1
AZN,Product H,1041327,22/04/2019,74.17,0,0,1
VXH,Product P,1041327,12/12/2018,0,-63.33,1,0
VXH,Product A,1041327,26/12/2018,107.5,0,0,1
OTH,Product D,1041327,9/4/2019,74.17,0,0,1
EYV,Product H,1041327,19/11/2018,74.16,0,0,1
YQX,Product Q,1041502,6/1/2019,51.67,0,0,1
JYJ,Product M,1041502,6/1/2019,40.83,0,0,1
ELV,Product H,1041502,26/11/2018,74.17,0,0,1
QID,Product H,1041517,29/01/2019,74.17,0,0,1
QID,Product H,1041519,4/1/2019,74.17,0,0,1
CLH,Product B,1041519,24/01/2019,82.5,0,0,1
CLH,Product B,1042292,24/12/2018,82.51,0,0,1
NWB,Product H,1042516,26/11/2018,74.17,0,0,1
YYI,Product P,1042516,26/11/2018,79.17,0,0,1
AYN,Product P,1042516,26/11/2018,79.18,0,0,1
AYN,Product H,1042516,20/12/2018,0,-59.34,1,0
AYN,Product H,1042516,26/11/2018,74.18,0,0,1
NSP,Product P,1042516,26/11/2018,79.17,0,0,1
QID,Product H,1042690,27/03/2019,74.16,0,0,1
XEB,Product P,1042690,27/03/2019,79.17,0,0,1
WHX,Product P,1043515,25/04/2019,79.16,0,0,1
XEB,Product R,1043515,28/03/2019,0,-29.17,1,0
XEB,Product R,1043515,17/03/2019,29.17,0,0,1
WHX,Product P,1043515,29/12/2018,79.17,0,0,1
XEB,Product P,1043515,16/11/2018,79.17,0,0,1
LPZ,Product N,1043630,16/01/2019,24.17,0,0,1
VXH,Product P,1043630,26/03/2019,0,-63.75,1,0
KNB,Product O,1043630,6/4/2019,57.5,0,0,1
YQX,Product O,1043630,6/4/2019,57.5,0,0,1
JYJ,Product N,1043630,13/01/2019,24.17,0,0,1
KNB,Product H,1043825,16/04/2019,74.17,0,0,1
RJF,Product P,1044344,23/04/2019,79.17,0,0,1
RJF,Product P,1044521,15/11/2018,79.17,0,0,1
QID,Product H,1044521,28/11/2018,74.17,0,0,1
WHX,Product P,1044521,15/11/2018,79.18,0,0,1
FTU,Product N,1044521,15/11/2018,49.18,0,0,1
XEB,Product D,1044616,15/01/2019,51.67,0,0,1
XEB,Product P,1044860,26/11/2018,79.17,0,0,1
QID,Product H,1044860,5/11/2018,0,-74.16,1,0
VXH,Product P,1044860,26/11/2018,79.17,0,0,1
NSP,Product P,1044860,12/3/2019,55,0,0,1
YQX,Product O,1044860,28/04/2019,57.5,0,0,1
QID,Product H,1044860,5/11/2018,0,-74.17,1,0
VXH,Product P,1045367,4/12/2018,0,-74.16,1,0
NMA,Product D,1045367,12/3/2019,0,-74.17,1,0
VXH,Product P,1045367,2/11/2018,74.16,0,0,1
NMA,Product D,1045367,25/02/2019,74.17,0,0,1
YQX,Product H,1045367,2/11/2018,74.17,0,0,1
LQS,Product C,1045367,2/11/2018,82.5,0,0,1
TSH,Product P,1045367,2/11/2018,74.18,0,0,1
ZQV,Product W,1046056,26/11/2018,82.51,0,0,1
WHX,Product D,1046214,18/12/2018,0,-74.17,1,0
WHX,Product D,1046214,3/12/2018,74.17,0,0,1
ZQV,Product W,1046214,18/12/2018,0,-82.5,1,0
ZQV,Product W,1046214,3/12/2018,82.5,0,0,1
XEB,Product P,1046356,17/12/2018,79.16,0,0,1
XEB,Product D,1046478,27/12/2018,51.67,0,0,1
RIH,Product P,1046687,6/1/2019,36.67,0,0,1
RIH,Product P,1046687,24/01/2019,0,-36.67,1,0
QMB,Product J,1046842,20/02/2019,99.17,0,0,1
WHX,Product P,1046842,23/11/2018,79.17,0,0,1
LQS,Product C,1046842,23/11/2018,82.5,0,0,1
FMR,Product R,1046899,17/03/2019,29.17,0,0,1
WHX,Product P,1046899,17/03/2019,79.16,0,0,1
VXH,Product A,1046960,24/11/2018,107.5,0,0,1
WHX,Product P,1046960,24/11/2018,79.17,0,0,1
AYN,Product H,1047637,15/01/2019,74.17,0,0,1
INU,Product D,1047637,25/04/2019,74.17,0,0,1
WHX,Product A,1048044,16/12/2018,107.5,0,0,1
AYN,Product H,1048044,16/12/2018,74.17,0,0,1
AYN,Product H,1048044,16/12/2018,74.17,0,0,1
WHX,Product A,1048044,5/2/2019,0,-107.5,1,0
YQX,Product H,1048044,16/12/2018,74.17,0,0,1
AYN,Product H,1048044,4/1/2019,0,-59.33,1,0
EXR,Product J,1048066,26/02/2019,99.16,0,0,1
QID,Product H,1048066,26/02/2019,74.17,0,0,1
EXR,Product J,1048066,15/03/2019,0,-99.16,1,0
QID,Product H,1048066,15/03/2019,0,-74.17,1,0
AYN,Product H,1048117,9/1/2019,74.17,0,0,1
MTW,Product C,1048855,1/1/2019,57.5,0,0,1
LQS,Product C,1048855,1/1/2019,82.5,0,0,1
FQD,Product O,1049211,22/04/2019,57.5,0,0,1
MAG,Product B,1049211,26/11/2018,82.5,0,0,1
INU,Product D,1049211,7/2/2019,74.17,0,0,1
MTW,Product C,1049211,26/11/2018,82.5,0,0,1
NWB,Product H,1049211,26/11/2018,74.17,0,0,1
XEB,Product R,1049211,22/04/2019,29.17,0,0,1
FMR,Product R,1049211,22/04/2019,29.16,0,0,1
KDP,Product G,1049211,22/04/2019,57.5,0,0,1
YMR,Product W,1049611,26/11/2018,82.5,0,0,1
QMB,Product J,1049611,28/12/2018,0,-99.17,1,0
ZQV,Product W,1049611,26/11/2018,82.49,0,0,1
XEB,Product P,1049611,26/11/2018,79.18,0,0,1
QMB,Product J,1049611,14/12/2018,99.17,0,0,1
XEB,Product P,1049611,24/12/2018,0,-63.34,1,0
LPZ,Product P,1050424,2/1/2019,36.67,0,0,1
KNB,Product M,1051025,22/04/2019,82.5,0,0,1
NSP,Product P,1051120,24/12/2018,55,0,0,1
NMA,Product H,1051484,26/03/2019,74.16,0,0,1
LPZ,Product H,1051514,24/12/2018,51.67,0,0,1
OHR,Product H,1051514,24/12/2018,51.66,0,0,1
RIH,Product A,1052196,18/11/2018,107.5,0,0,1
NSP,Product P,1052196,25/11/2018,79.17,0,0,1
WHX,Product P,1053893,24/03/2019,79.16,0,0,1
OTH,Product P,1053893,24/03/2019,79.17,0,0,1
TSH,Product D,1053945,6/1/2019,51.67,0,0,1
AYN,Product H,1053945,6/1/2019,74.17,0,0,1
CLH,Product B,1054312,13/01/2019,82.51,0,0,1
WHX,Product P,1054723,16/04/2019,79.16,0,0,1
NMA,Product F,1055949,6/2/2019,99.17,0,0,1
LQS,Product B,1056000,9/3/2019,57.5,0,0,1
CLH,Product B,1056000,23/11/2018,82.5,0,0,1
WHX,Product P,1056261,15/03/2019,79.16,0,0,1
YQX,Product T,1056305,26/12/2018,80,0,0,2
XEB,Product P,1057385,22/03/2019,79.17,0,0,1
WHX,Product P,1057385,14/02/2019,79.17,0,0,1
XEB,Product P,1057385,3/4/2019,0,-79.17,1,0
ZQV,Product W,1057413,24/11/2018,82.5,0,0,1
XEB,Product P,1057980,8/12/2018,79.17,0,0,1
LQS,Product C,1058200,23/11/2018,82.52,0,0,1
VXH,Product P,1058200,23/11/2018,79.17,0,0,1
LQS,Product C,1058200,9/1/2019,0,-66.01,1,0
RJF,Product P,1058200,23/11/2018,79.17,0,0,1
TSH,Product P,1058200,23/11/2018,79.17,0,0,1
YQX,Product R,1058238,26/04/2019,29.17,0,0,1
WHX,Product P,1058401,16/04/2019,79.17,0,0,1
WHX,Product D,1058401,16/04/2019,74.16,0,0,1
QID,Product H,1058966,14/01/2019,74.17,0,0,1
NMA,Product H,1058966,3/3/2019,74.17,0,0,1
WHX,Product P,1060909,1/1/2019,79.16,0,0,1
RJK,Product R,1060909,15/03/2019,29.17,0,0,1
KNB,Product P,1060909,1/1/2019,79.17,0,0,1
RJF,Product P,1061152,11/3/2019,79.17,0,0,1
OHR,Product D,1062722,3/1/2019,36.67,0,0,1
YQX,Product H,1062790,19/12/2018,74.17,0,0,1
YYI,Product P,1063939,14/01/2019,0,-79.17,1,0
TSH,Product P,1063939,25/11/2018,79.17,0,0,1
NWB,Product D,1063939,25/11/2018,74.18,0,0,1
YYI,Product P,1063939,25/11/2018,79.17,0,0,1
OHR,Product D,1063939,25/11/2018,74.17,0,0,1
KNB,Product H,1064779,30/11/2018,74.17,0,0,1
